 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Pemission: Storage, modify/delete SD card contents Purpose: Uses to backup books and import/export QIF/OFX files Pemission: System tools, prevents phone from sleeping Purpose: For the few seconds while the auto backup and recurring transaction enter happens, keeps the phone from going to standby mode to prevent potential data loss.;0;1;0;;;;
Pemission: System tools, automatically start at boot Purpose: Starts the alarm timer that performs the auto backup and recurring transaction enter functions.;0;0;0;;;;
No processing intensive tasks are performed at this time.;0;0;0;;;;
Recent changes:  Added line and bar charts (histograms) to the net worth  m t;0;0;0;;;;
report.;0;0;0;;;;
Go to the Settings page for the report and change the Type;0;0;0;;;;
setting.;0;0;0;;;;
report can be drilled down to show the account balances at each date.;0;1;0;;;;
Grazie, Ivan;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##PregnancyCalendar.res;4;0;4;;;;
##\APPLICATION\MEDICAL\ desc.txt;4;0;4;;;;
"Pregnancy calendar is an application that,not only allows, after entering date of last period menstrual,to calculate the pesumed (or estimated) date of birth; but, offering prospects to show,week to week,all appointments which must to undergo every mother,ad a rule,for a correct and healthy pregnancy.";1;1;0;;;;
In addition, you will always have at hand the possibility to compare the custom album of your belly, week by week, and the album of the fetal growth of your child.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.anod.calendar;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
"This widget calendar is analog of standard calendar widget, with updated look to match style of ""SiMi Clock"" widget (all credits are going to its author) Support a lot of configuration options:";1;1;2;;;;
Different skins,;0;0;0;;;;
Possibility to choose which calendars to show;1;1;1;;;;
Font style and background customization;0;0;0;;;;
Show or hide current day of month;0;1;0;;;;
Possibility to choose which application to open;0;0;0;;;;
Support of tasks using Dato GTasks or Astrid and more...;0;0;0;;;;
"How to add: On phone home screen press ""menu"", then ""add"", click on ""widgets"" and choose ""Simple Calendar Widget"" from the list (If you can't press add button for some reason, workaround is to press and hold any space on the home screen and a menu pops up) Tip: For people who wants to see weather forecast on the screen: Just set it up in settings of desktop version of Google calendar.";1;1;1;;;;
"For steps just search for ""Weather forecasts in your calendar"" in Google.";1;1;1;;fix parser error;;
Also you can include more interesting calendars like holidays, birthday dates or sport news.;1;1;1;;;;
Permissions: READ CALENDAR  access to the calendar information;1;1;1;;;;
WRITE EXTERNAL STORAGE  Backup to sdcard,;0;0;0;;;;
BILLING Used by Donate button in order to communicate with Android Market People in some countries cannot upgrade to the latest version;0;0;0;;;;
if you have this problem update it from AndroidPIT market ( www.androidpit.com/en/android/market/apps/app/##com.anod.calendar/SimpleCalendarWidget );0;1;0;;;;
"Search for ""Add interesting calendars from Google Calendar"" and follow the instructions";0;1;0;;;;
Recent changes:;0;0;0;;;;
Fix widget stop receive changes of calendar after some time;1;1;1;;;;
Fix errors reported by users;0;0;0;;;;
Android 4.0 user can resize widgets to smaller width;0;0;0;;;;
Update translations;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.et.reader.activities;4;0;4;;;;
##\APPLICATION\NEWS AND MAGAZINES\ desc.txt;4;0;4;;;;
Get The Economic Times advantage to track latest business news on the go and make informed decisions.;0;0;0;;;;
Download The Economic Times app and stay updated with unrivalled coverage of Markets, Business and Economy News as it happens.;0;1;0;;;;
The Economic Times App lets you:  Get the latest and popular business news.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##org.koxx.forecast weather.v2;4;0;4;;;;
##\APPLICATION\WEATHER\ desc.txt;4;0;4;;;;
Weather forecast widgets Provider: Google, Weather Underground (BETA) and Noaa Features: international, multiple providers, multiple widgets possible, geolocation, animated skins, calendar.;1;1;0;;;;
Working with Ice cream sandwish (Android 4.x).;0;0;0;;;;
Free  no skins, no geolocation refresh, no calendar.;0;1;0;;;;
For problems, contact me;0;0;0;;;;
Nota : For poor weather informations quality, blame Google, no the app.;0;0;0;;;;
Recent changes: FIX bypass wrong Google weather provider date information;0;1;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##sp.app.myWorkClock;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Simple punchin/punchout clock & widget for tracking the time at work.;0;0;0;;;;
Features (very partial list):;0;0;0;;;;
Overtime support;0;0;0;;;;
Multiple jobs support;0;0;0;;;;
Calendar update [Job Setting] add records to the calendar (it's recommended to open a separate calendar for 'My Work Clock').;1;1;1;;;;
ONE WAYSYNC ONLY.;0;0;0;;;;
Punch in/out directly from the widget;0;0;0;;;;
Quick day, week & month information;1;1;0;;;;
Simple reports;0;0;0;;;;
Send to mail as CSV;0;0;0;;;;
Add/remove/edit records;0;0;0;;;;
Multiple overtime and report periods: daily, weekly, biweekly, monthly and more.;0;1;0;;;;
NOTES:;0;0;0;;;;
If the widget stops updating: make sure the application appears in your task killer 'white list'.;0;0;1;;;;
KW: Work Clock, punch, work schedule, income, work hours, time sheet, work sheet, work recording, time card, punch card, worksheet, time tracker, punch clock, timeclock, worktime, work tracking, time clock.;0;0;0;;;;
Recent changes: Reduced widget battery usage;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##hram.livetv;4;0;4;;;;
##\APPLICATION\SPORTS\ desc.txt;4;0;4;;;;
Schedule of broadcasts from the website livetv.ru This is widget with filter settings of sports and possibility add events to calendar.;1;1;1;;;;
To use widgets, you have to add them to the home screen, but make sure you have enough free space on the home screen for a new widget.;0;0;0;;;;
Add widget steps: 1.;0;0;0;;;;
Tap and hold the home screen to open the Add to Home screen popup window.;0;0;0;;;;
Select Widgets from options.;0;0;0;;;;
This will open a list of all the widgets installed on your Android device.;0;0;0;;;;
"Set up the widget(sports filter) and tap ""Apply"" 5.";0;0;0;;;;
Then the widget will appear on the home screen.;0;0;0;;;;
Keywords: live, TV, sport, streams, sports broadcasts, calendar, online football, sports broadcasts, Football, Ice Hockey, Basketball, Tennis, Volleyball, ULEB, ATP, WTA, MLB;0;0;0;;;;
Recent changes: v 1.3  added all supported languages;0;0;0;;;;
added new competitions v 0.12  run program from widget;0;0;0;;;;
v 0.10  added new competitions;0;0;0;;;;
v 0.9  competition filter;0;0;0;;;;
improved filter design;0;0;0;;;;
v 0.11  added new competitions;0;0;0;;;;
first start critical error;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.matrixvoid.droidauctions;4;0;4;;;;
##\APPLICATION\SHOPPING\ desc.txt;4;0;4;;;;
Free AdSupported Version Droid Auction eBay allows you to shop, monitor and manage your eBay account.;0;0;0;;;;
You cannot list items with this app;0;0;0;;;;
This app is in continues development so check back for new feature updates.;0;1;0;;;;
Search eBay;0;0;0;;;;
Place BIDs and BINs on eBay;0;0;0;;;;
View eBay feedback;0;0;0;;;;
Leave feedback;0;0;0;;;;
View/Add/Remove Watched items;0;0;0;;;;
View your eBay Buying/Selling items;0;0;0;;;;
"Notifications; Outbid, Won, Lost, Bid received, Sold, Unsold";0;0;0;;;;
Send/Receive messages to eBay members;0;0;0;;;;
This app does not directly make use, nor accesses, your location details.;0;0;0;;;;
Paid version does not require this permission.;0;0;0;;;;
Battery issue;0;0;0;;;;
Edit notifications frequency under Alerts.;0;0;0;;;;
"Please don't use comments for bug reports, email me droidmatrixvoid.com or click ""Send email"" below.";0;0;0;;;;
Recent changes: Have a problem;0;0;0;;;;
Found a bug;0;0;0;;;;
Email me;0;0;0;;;;
“12/11/2011;0;0;0;;;;
Bug Fixes;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##de.schildbach.oeffi;4;0;4;;;;
##\APPLICATION\TRANSPORTATION\ desc.txt;4;0;4;;;;
departure times (live, including delays),  nearby stations (also on a map),  direction queries and  interactive network plans For phones, tablets and Google TV;0;0;0;;;;
$$Supported countries:  Europe  United Kingdom  USA (San Francisco, Philadelphia)  Australia (Sydney, New South Wales, Melbourne, Victoria)  Germany  Austria  Switzerland  Belgium  Luxembourg  Liechtenstein  Netherlands (Amsterdam)  Denmark  Sweden  Norway (Oslo & Bergen)  Poland Supported Cities and Regions:  London  San Francisco  Philadelphia  Sydney  Melbourne  Dubai  Berlin & Brandenburg  Frankfurt & RhineMain  Munich (M?nchen)  Augsburg  Schwerin & MecklenburgVorpommern  Kiel, L?beck & SchleswigHolstein  Hannover & Lower Saxony  Braunschweig  Bremen  Bremerhaven & Oldenburg  Leipzig & SaxonyAnhalt  Dresden  Chemnitz & Mittelsachsen  Essen, Dortmund, D?sseldorf & RhineRuhr  Cologne (Kln), Bonn (network plans only)  L?denscheid & M?rkischer Kreis  Paderborn & Hxter  Mannheim & RhineNeckar  Stuttgart  Reutlingen & NeckarAlbDonau  Ulm  Karlsruhe  Trier  Nuremberg (N?rnberg), F?rth & Erlangen  W?rzburg & Regensburg  Strasbourg & Freiburg  BadenW?rttemberg  Vienna (Wien)  Linz  Salzburg  Innsbruck  Graz & Styria  Bregenz & Vorarlberg  Basel  Lucerne (Luzern)  Zurich (Z?rich)  Brussels (Br?ssel)  Copenhagen (Kopenhagen)  Stockholm  Warsaw (Warschau)  Maribor and more...;0;0;0;;;;
Requirements:  phone or tablet with Android 1.6 to 4.0 (Ice Cream Sandwich)  communication', because ffi needs to query information services for stations and departures  'Your personal information', so ffi can route you to your contacts or location from a calendar event, store a connection in your calendar or email it to your friends Other than that, ffi will not use your private data. raunschweig;1;1;0;;;;
internet connectivity (flat rate recommended) Requested permissions:;0;0;0;;;;
Your location', so ffi can show nearby stations and navigate you from your current location;0;0;0;;;;
'Network;0;0;0;;;;
resolved problems in Basel;0;0;0;;;;
Recent changes:;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.surfwax.holidaycalendar;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Easily find the day of the week and date of the next US holiday.;0;1;0;;;;
Add it to your calendar in seconds.;1;1;1;;;;
Also includes a countdown timer to the next holiday as well as each individual holiday.;0;1;0;;;;
Holidays include: New Year's Day, MLK Jr.;0;1;0;;;;
Day, Presidents' Day, Easter, Mother's Day, Memorial Day, Father's Day, Independence Day, Labor Day, Columbus Day, Halloween, Veterans Day, Thanksgiving, Christmas, New Year's Eve.;0;1;0;;;;
Includes holidays in 2011 and 2012.;0;1;0;;;;
Coming soon: holiday icons, more holidays.;0;1;0;;;;
Recent changes: Excellent update.;0;1;0;;;;
Added features, Bug fixes, and great exclusive deals  lots of stuff.;0;0;0;;;;
Please note we did add some android permissions to this app.;0;0;0;;;;
The get accounts permission is used to automatically enter your email address on our registration page so you don't have to type it out.;0;0;0;;;;
The read phone state is to properly manage our exclusive deals.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.stakecentral;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Stake Central is a tool for members of the Church of Jesus Christ of Latterday Saints (LDS).;0;1;0;;;;
It is a mobile stake directory allowing you to download membership and calendar events to your device.;1;1;3;;;;
Map, navigate, email, and call members View stake and ward calendar.;1;1;1;;;;
Import contacts to your phone's contact database.;0;0;0;;;;
Import ward and stake calendar events to your phone's calendar Create custom groups of individuals that your contact frequently You are likely aware that the church has recently published LDS Tools with much of the same functionality as Stake Central.;1;1;1;;;;
I encourage you to download LDS Tools.;0;0;0;;;;
The church has plans to continue to add features like calendar events and groups.;1;1;1;;;;
They have also added photos and eventually will turn LDS Tools into an application that will allow leaders to view additional information as their callings may allow.;0;1;0;;;;
I understand that the church will at some point in the future, close their member services web interface to nonchurch applications.;0;0;0;;;;
"I do not expect that to happen immediately; but when it does occur, Stake Central and Ward Central will be unable to download information from the new website (the option to use the old, classic lds.org site should continue to work).";0;0;0;;;;
For this reason, version 2.10 and future versions of the apps are free.;0;0;0;;;;
Recent changes: Version 2.17 Fixes bug where events without a resource assigned are not displayed Version 2.16 Fixes several force close issues with Honeycomb Fixes force close when attempting to view the calendar.;1;1;1;;;;
If you are running 2.15 and can view the calendar and are not seeing any force close issues, it is not necessary to upgrade to this version.;1;1;1;;;;
Version 2.15 Supports LDS.org Calendar v2.0 Fixes a problem where the calendar event list is empty after data retrieval after LDS.org calendar update;1;1;1;;;;
Content rating: Everyone;0;0;0;;;;
##collegelabs.onTour.free;4;0;4;;;;
##\APPLICATION\MUSIC AND AUDIO\ desc.txt;4;0;4;;;;
Go Pro and get more features  no Ads;0;0;0;;;;
Now with notifications for new concerts;0;0;0;;;;
onTour is a smart local concert finder, looking for artists you'll enjoy.;0;0;0;;;;
Easily find shows, add to your calendar, buy tickets, share with friends and get directions in one app;1;1;1;;;;
Use onTour to find concerts and other live music events in your area;0;1;1;;;;
"Tap on the ""Live TV"" 4.";0;0;0;;;;
We pick shows based on your favorite artists so we know what you like.;0;0;0;;;;
Looking for something new;0;0;0;;;;
The recommendation engine helps you discover new music.;0;0;0;;;;
The best place to buy tickets from.;0;0;0;;;;
If multiple sellers are available you can choose your favorite.;0;0;0;;;;
"add events to your calendar in one click; no need to manually input every detail yourself.";1;1;1;;;;
Share with friends;0;0;0;;;;
