 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Touch Calendar works with Google Calendar and any other calendars your phone supports, and the app features calendar search and custom repeating events (e.g. biweekly, bimonthly).;0;0;0;;;;
For home screen widgets or to support the developer, please purchase the full version of Touch Calendar.;0;0;0;;;;
Touch Calendar is easy to use: ;0;0;0;;;;
double-tap or pinch-zoom to zoom in;0;0;0;;;;
tap an event to see its details, then press MENU to edit or delete it;0;0;0;;;;
tap-and-hold on a date to add a new event;0;0;0;;;;
touch to scroll as much as you want, both forwards and backwards;0;0;0;;;;
jump to today, or to any date from the menu;0;0;0;;;;
calendar search by pressing your phone's search button or from the menu;0;0;0;;;;
set the font size and default zoom level from the Settings;0;0;0;;;;
home screen widgets (buy the full version) Zoom and scroll your calendar with complete freedom!;0;0;0;;;;
NOTE:;0;0;0;;;;
 Text colour for events comes from the calendar colour.;0;0;0;;;;
Set up different colours for events in Google Calendar and they'll appear in Touch Calendar automatically.;0;0;0;;;;
Permissions: read and write calendar are required of course, and also read contacts so guests can be invited to events.;1;1;1;;;;
Recent changes: 1.0.19: ;0;0;0;;;;
Autocomplete now works in the Guests field.;0;0;0;;;;
NOTE:;0;0;0;;;;
" making this work required adding the ""access contacts"" permission to the app";1;1;1;;;;
Fix for several force close issues;0;0;0;;;;
Compatibility changes for ICS 1.0.18:;0;0;0;;;;
Visual update: new cleaner look;0;0;0;;;;
New colour scheme: blue and white;0;0;0;;;;
Zoom buttons now off by default on Android 2.0+ (can be turned back on in settings);0;0;0;;;;
Fix for goto wrong date issue;0;0;0;;;;
Fix for all-day bubbles sometimes not displaying properly;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##dk.alxb.calendardroid;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY;0;0;4;;;;
Calendar Droid is a calendar app that let you see your synced calendars on your phone.;0;0;0;;;;
Works with all synchronized calendars like Google Calendar, Exchange, Facebook, etc.;0;0;0;;;;
The philosophy behind this app is a calendar that is easy to use, clean, intuitive, and highly customizable.;0;0;0;;;;
Calendar Droid is still in BETA.;0;0;0;;;;
This means the app is actively being developed and improved.;0;0;0;;;;
This also means that I would really like some feedback from you.;0;0;0;;;;
Please email me with your suggestions, experiences, or bugs.;0;1;0;;;;
I cannot respond in comments.;0;0;0;;;;
Please remember to rate Calendar Droid.;0;0;0;;;;
The more people using it the more it will be improved.;0;0;0;;;;
Help spread the word.;0;0;0;;;;
FEATURES:;0;0;0;;;;
Month View / Week View / Day View / Agenda View / Weeks View;0;0;0;;;;
View events;0;0;0;;;;
Add/edit events;0;0;0;;;;
Some settings to customize BEFORE RELEASE:;0;0;0;;;;
Removal of all bugs;0;0;0;;;;
Selection of shown and synchronized calendars;0;0;0;;;;
Your suggestions! FUTURE PAID VERSION (Probably around 2-3 USD):;0;0;0;;;;
Advanced recurrence rules (bi-weekly etc);0;0;0;;;;
Copy paste of events;0;0;0;;;;
Change calendar colors;0;0;0;;;;
Search events;0;0;0;;;;
Color themes;0;0;0;;;;
Widgets! PERMISSIONS:;0;0;0;;;;
FULL INTERNET ACCESS Calendar Droid is in BETA and I need all the feedback I can get from you.;0;0;0;;;;
The internet permission is used to submit anonymous error reports if the app crashes.;0;0;0;;;;
No personal information is transmitted.;0;0;0;;;;
The permission will be removed when the app is released as version 1.0.;0;0;0;;;;
READ CONTACT DATA If you have any guests (or attendees) on an event and you have that person in your contacts the app will read information from that contact and show it when viewing an event.;1;1;1;;;;
"The contact picture will show up and then clicked will take you to the default ""contact clicked"" scenario.";1;1;1;;;;
I know this permission looks bad together with internet access but I do not store nor send any contact info.;0;1;1;;;;
Only contacts that are guests to viewed events are read.;1;1;1;;;;
READ CALENDAR EVENTS This should be obvious.;0;0;0;;;;
"Read the description again and see if you can spot what this is used for ;)";0;0;0;;;;
ADD OR MODIFY CALENDAR EVENTS AND SEND EMAIL TO GUESTS Again, this should be obvious.;0;1;0;;;;
Calendar Droid needs to change your calendar events.;0;0;0;;;;
"Sending emails to guests is done when putting email addresses in the ""guest"" box when creating an event.";1;1;1;;;;
Recent changes:;0;0;0;;;;
0.8.1-3 RC1 Bug fixes;0;0;0;;;;
7 Force close bugs removed (stabilizing);0;0;0;;;;
0.8.0 RC1 Major update.;0;0;0;;;;
Add/edit event window with ICS style;0;0;0;;;;
Week/Day View horizontal swype/scroll rewrite;0;0;0;;;;
Attempt at speed improvements;0;0;0;;;;
Date Spinner when selecting dates ;0;0;0;;;;
"Delete event from ""long press menu""";0;0;0;;;;
Agenda load more events by pressing footer ;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##org.texteasy;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Texting your friends, family or customers has never been so easy.;1;0;0;;;;
Forward that funny text to friends or send a message to your customers.;1;0;1;;;;
Use filters to show only numbers you care about and groups so you never leave anyone out.;0;1;0;;;;
The most popular mass text messaging application.;0;0;0;;;;
Paid Ad Free version also available.;0;0;0;;;;
Recent changes: Fix Force Close for Android 4.0 (Ice Cream Sandwich).;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.ookapi.sencare;4;0;4;;;;
##\APPLICATION\HEALTH_AND_FITNESS;0;0;4;;;;
Measure your heart rate with the built-in camera and monitor your physical fitness using our patented technology.;0;0;0;;;;
Developed in the laboratory of Centre Hospitalier Universitaire in France, this method has been tested and validated against FDA-approved instruments in clinical conditions.;0;0;0;;;;
~~Whether you're a marathon runner or a couch potato (sedentary), you probably have some idea of how fit you are.;0;0;0;;;;
But having more than a general sense of your fitness level can help you set fitness goals, monitor how you're doing and maintain your motivation.;0;0;0;;;;
This application offers an easy way to measure your heart fitnessâ€”one of the most important indicators of your overall physical health.;0;0;0;;;;
"Heart fitness is a prime bulwark against myriad medical problems, including but not limited to the No.1 killer in the United States, heart disease; more than 70 million Americans suffer from some form of it.";0;0;0;;;;
This test really couldn't be easier: all you need is to cover Android camera with your fingertip and proceed to 30s physiological measurement.;0;0;0;;;;
During measurement the instantaneous heart rate is monitored in beats per minute (BPM) and the physiological plethysmographic signal is also displayed.;0;0;0;;;;
Make sure that finger detection gauge is green and full before and while you are making measurement, and that you are in sitting position for 5 min at least.;0;0;0;;;;
A low heart rate at rest suggests that your body is physically fit(a key element of a healthy body) so the lower the figure, the greater your cardio fitness.;0;0;0;;;;
(Source: American heart association).;0;0;0;;;;
Once you have the number of beats per minute, it's easy to gauge your situation and to compare it with friends.;0;1;0;;;;
Don't despair over an unsatisfactory result, however: Your level of cardio fitness can improve remarkably quickly, with as little as 20 minutes of physical exercise four to five times a week.;0;0;0;;;;
The American College of Sports Medicine recommends that you assess four crucial components of physical fitness before you start a regular program of exercise.;0;0;0;;;;
These include aerobic fitness, maximum and reserve heart rate.;0;0;0;;;;
Set aside some time to calculate your Training Chart.;0;0;0;;;;
Once you know where you're starting from, you can plan where you want to go.;0;0;0;;;;
Keeping track of your progress is an excellent way to maintain your motivation.;0;0;0;;;;
Assess your fitness level 2 weeks after your initial measurement and every three to weeks afterward.;0;0;0;;;;
Repeat your assessment a year after your first measurement to see how far you've come.;0;0;0;;;;
Celebrate your progress and set new goals.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.freetheapps.findsexoffenders;4;0;4;;;;
##\APPLICATION\LIFESTYLE;0;0;4;;;;
Is your family safe from sex offenders?;0;0;0;;;;
FEATURES:.;0;0;0;;;;
US database of Sex Offenders.;0;1;0;;;;
NO limits on search results.;0;0;0;;;;
NO limits on number of uses per day.;0;1;0;;;;
Full featured application!.;0;0;0;;;;
Use GPS function to find registered offenders in close proximity.;0;0;0;;;;
Map all offenders in the selected area.;0;0;0;;;;
Map selected offender.;0;0;0;;;;
Currently only works in the USA ;0;0;0;;;;
Content rating: High Maturity;0;0;0;;;;
##com.linkedcontact;4;0;4;;;;
##\APPLICATION\BUSINESS;0;0;4;;;;
Design your own FREE name card, share it with your friends and peers, and store all of your contacts in one place.;1;1;1;;;;
Our automatic update system ensures that your contacts are always up to date.;0;1;0;;;;
NameCard is the most effective digital contact list for high school and college students because it is fully customizable, easy to use, and enables real-time contact updates.;0;1;0;;;;
Ready to build your identity?;0;0;0;;;;
Join now!;0;0;0;;;;
Recent changes:;0;0;0;;;;
Enhanced name card sharing.;0;1;0;;;;
Support viewing in web browser;0;0;0;;;;
Added multi-sharing, fixed bug with multi-sharing;0;0;0;;;;
Fixed login and sharing bugs.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##akostaapps.smssignature.free;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
SMS Signature lets you create SMS templates and provides easy access to them through a widget.;0;0;0;;;;
The functionality of SMS Signature;0;0;0;;;;
SMS Signature lets you create SMS signatures/templates in which you can define a SMS text to insert and any number of receivers from your contact list.;1;1;1;;;;
The list of SMS Signatures you have created is then accessible from the SMS Signature widget, which you should add to your homescreen.;0;0;1;;;;
When a signature is chosen from the list (shown after having clicked the widget) the standard SMS application's create new message activity will be launched and the text and receivers from the signature will automatically be inserted!;1;0;1;;;;
Using a SMS template from SMS Signature requires just as few clicks as opening the standard create new message activity!;0;0;0;;;;
Examples of use SMS Signature can be used, as the name suggests, for having readymade signatures to set as the signature of any SMS.;0;1;1;;;;
"The signatures can also be used for predefining repeated beginnings of SMS texts, such as ""Hi everyone, we would like to invite you all to"".";0;0;0;;;;
Since SMS Signature also allows you to define receivers for the signature, the app can be used to template groups of people you often write SMS to such as your study group, family, sports team and so on.;0;0;0;;;;
"Yet another possibility is to use SMS Signature to define whole SMS texts that is often used, such as birthday greetings or ""I am on my way and will be there in 5 min."" so you don't have to write it again and again.";0;0;0;;;;
Key features Widget access.;0;0;0;;;;
Predefinable SMS text.;0;0;0;;;;
Predefinable SMS receivers.;0;0;0;;;;
Automatically sorted list of signatures, based on what you have used last.;0;0;0;;;;
Link to guide for adding Android Widget to your homescreen included in the menu of the app.;0;0;0;;;;
We have released a pro version which lets you get rid of ads, plus it also have a prettier dialog for when picking a signature.;0;0;0;;;;
Please feel free to write suggestions, comments, error reports or feedback to our mail as we cannot answer comments;0;0;0;;;;
we will be more than happy to help or hear from our users :);0;0;0;;;;
Recent changes: v 1.1 Now only asks to save changes if changes have been made.;0;0;0;;;;
"Added loading icon to create new signature dialog, for when pressing ""Set Predefined Receivers"".";0;0;0;;;;
"Added a ""Try Now"" button to context menu of signatures.";0;0;0;;;;
Stopped layout from jumping from loading ads.;0;0;0;;;;
Removed crash bug from pick receivers activity.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.gummigames.bac;4;0;4;;;;
##\GAME\CARDS;0;0;4;;;;
Baccarat Royale brings the high stakes excitement of casino baccarat to your Android phone!;0;0;0;;;;
Baccarat Royale is a simple take on this immensely popular betting game played in Vegas and throughout the world.;0;0;0;;;;
Features include:;0;0;0;;;;
Bet any amount from $1 to the $1,000,000 plaque;0;0;0;;;;
Daily cash bonuses and achievements;0;0;0;;;;
Introductory help for new players learning the game;0;0;0;;;;
Statistics and Bead Row history;0;0;0;;;;
Additional cash awards for inviting friends;0;0;0;;;;
Optimized graphics for smartphones and tablets Baccarat Royale is ad-supported software and requires Android 2.1+.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Post your winnings and share with friends using HeyZap.;0;0;0;;;;
Asian language translations.;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.zedray.calllog;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
See your last call, and call straight back using this home screen widget.;1;0;0;;;;
*** Pro version now available *** What it does:;0;0;0;;;;
Wide 4:1 and Mini 2:1 widgets.;0;0;0;;;;
Filler for incoming, outgoing and missed calls.;0;0;0;;;;
*Quick Dial* mode for instant calling.;0;0;0;;;;
*Pop-up* mode for dial options.;0;0;0;;;;
"Six background colours, including ""Invisible"" for lovers of clean home screens.";0;0;0;;;;
What it doesn't do:;0;0;0;;;;
Photos: Due to Facebook privacy policy, Facebook contact photos cannot be displayed.;0;1;0;;;;
Scrolling: Android Home Screen does not support scrolling Widgets.;0;0;0;;;;
"SMS: See ""Last Call Widget Pro"" for SMS support.";0;0;0;;;;
Permissions:;0;0;0;;;;
"""Your personal information, Read contact data.""";1;1;1;;;;
Used to get relevant contact info from your call log.;1;1;1;;;;
"""Services that cost you money, directly call phone numbers."" ";0;1;0;;;;
"Used to make phone calls in ""Quick dial"" mode.";0;0;0;;;;
"""Phone calls, read phone state and identity.""";0;0;0;;;;
Used to refresh the Widget whenever a phone call is made.;0;0;0;;;;
Widget remains idle the rest of the time, saving *you* battery.;0;0;0;;;;
Keywords: Last Call Widget, caller, quick dial, redial, sms, dialler, dialer, call log.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.intrepidcs.textcopilot;4;0;4;;;;
##\APPLICATION\COMMUNICATION;0;0;4;;;;
Focustrate for Android allows you to text without looking at your phone.;0;0;0;;;;
Its uses voice recognition and text to speech technologies that are part of the Android operating system.;0;0;0;;;;
